 0  0   5.103   5.103   5.103   5.103   5.103   1.605   1.526   1.495   1.402   1.347   1.192   1.127   0.923   0.589   0.246   0.072  -0.324  -0.419  -0.185   0.023   0.112   0.061
 0  1  -0.590   5.862   5.862   5.862   2.443   3.488   2.990   2.974   2.285   1.602   0.855   0.262   0.051   0.014   0.166   0.119   0.083   0.052  -0.050  -0.117  -0.158  -0.158
 0  2   5.192  -0.987   0.505   1.251  -0.832  -1.080  -1.432  -1.587  -1.396  -0.943  -0.333   0.262   0.479   0.407   0.175   0.139   0.209   0.184   0.139   0.155   0.162   0.192
 0  3   3.166   3.166   3.166   3.166   3.166   3.166   3.166   1.449   0.936   0.188   0.074   0.110   0.061   0.049   0.076   0.099   0.059   0.033  -0.036  -0.068  -0.073  -0.129
 1  0   5.176   5.176   5.176   5.176   5.176   2.403   3.099   2.630   1.853   1.467   1.111   0.960   0.777   0.582   0.231  -0.136  -0.155  -0.071  -0.145  -0.138  -0.120  -0.065
 1  1   5.921   5.921   5.921   2.384   5.921   3.148   4.603   3.445   2.758   2.002   1.327   0.930   0.626   0.347   0.106  -0.037  -0.026  -0.059  -0.137  -0.138  -0.132  -0.130
 1  2   5.117   5.117   5.117   5.117   1.698   1.708   1.284   0.653  -0.417  -0.712  -0.704  -0.757  -0.635  -0.269   0.090   0.280   0.349   0.393   0.367   0.316   0.261   0.187
 1  3   3.263   3.263   3.263   3.263   3.263   3.263   3.263   2.454   1.137   0.141  -0.005   0.037  -0.080  -0.007  -0.006   0.043   0.100   0.051  -0.005  -0.087  -0.050  -0.044
 2  0   5.128   5.128   5.128   5.128   5.128   5.128   2.527   2.427   1.840   1.115   0.396  -0.320  -0.539  -0.515  -0.056   0.345   0.465   0.437   0.270   0.022  -0.101  -0.075
 2  1   5.900   5.900   5.900   5.900   2.480   5.900   4.209   3.749   2.804   2.008   1.360   0.984   0.643   0.273  -0.008  -0.130  -0.195  -0.206  -0.079  -0.017  -0.024  -0.035
