 0  0  10.000  10.000  10.000  10.000  10.000   5.053   4.739   4.419   4.260   3.727   2.730   2.122   1.565   0.920   0.434   0.251   0.114  -0.099  -0.108   0.144   0.259   0.154   0.000
 0  1  10.000  10.000  10.000  10.000  10.000  10.000  10.000   5.133   4.078   3.410   2.413   1.756   1.308   0.971   0.599   0.216  -0.056  -0.189  -0.346  -0.290  -0.122  -0.030   0.000
 0  2  10.000  10.000  10.000  10.000  10.000  10.000   5.237   5.320   4.591   3.491   2.151   1.082   0.106  -0.292   0.164   0.639   0.761   0.658   0.401   0.095  -0.050   0.007   0.000
 0  3  10.000  10.000  10.000  10.000   2.627   1.093  -0.360  -1.028  -0.683  -0.055   0.338   0.540   0.566   0.375  -0.004  -0.095  -0.013  -0.131  -0.206  -0.146  -0.113  -0.028   0.000
 0  4  10.000  10.000  10.000  10.000   2.519   1.720   0.399  -0.105   0.214   0.506   0.609   0.637   0.529   0.459   0.341   0.184   0.072   0.031   0.074   0.102   0.084   0.046   0.000
 0  5  10.000  10.000  10.000  10.000  10.000  10.000   3.785   3.465   2.891   2.316   1.452   0.951   0.694   0.578   0.505   0.463   0.393   0.319   0.252   0.162   0.080   0.022   0.000
 0  6  10.000  10.000  10.000  10.000  10.000  10.000   4.705   5.192   3.776   2.940   1.977   1.426   1.113   0.898   0.756   0.599   0.445   0.307   0.223   0.150   0.093   0.050   0.000
 0  7  10.000  10.000  10.000  10.000  10.000   4.531   4.217   4.064   3.289   2.425   1.721   1.168   0.850   0.691   0.552   0.425   0.294   0.153   0.076   0.060   0.036   0.023   0.000
 0  8  10.000  10.000  10.000  10.000  10.000  10.000  10.000  10.000  10.000   3.930   3.313   2.365   1.925   1.446   1.162   0.883   0.584   0.359   0.214   0.117   0.063   0.039   0.000
 0  9  10.000  10.000  10.000  10.000  10.000  10.000  10.000   4.110   3.195   1.958   1.148   0.701   0.517   0.475   0.411   0.378   0.315   0.259   0.210   0.154   0.084   0.043   0.000
 0 10  10.000  10.000  10.000  10.000  10.000  10.000  10.000   3.745   2.830   1.699   0.901   0.538   0.443   0.547   0.587   0.511   0.414   0.323   0.210   0.102   0.045   0.009   0.000
 0 11  10.000  10.000  10.000  10.000   3.935   2.419   1.302   0.518   0.576   0.741   0.711   0.644   0.576   0.493   0.366   0.249   0.119   0.080   0.092   0.123   0.073   0.020   0.000
 0 12  10.000  10.000  10.000  10.000  10.000   3.897   1.988   1.334   1.361   1.195   0.782   0.571   0.417   0.363   0.210   0.112   0.104   0.038   0.043   0.070   0.071   0.044   0.000
 0 13  10.000  10.000  10.000  10.000  10.000  10.000  10.000   2.653   2.131   1.134   0.751   0.516   0.372   0.349   0.349   0.346   0.274   0.215   0.164   0.126   0.107   0.038   0.000
 0 14  10.000  10.000  10.000  10.000  10.000  10.000  10.000   3.732   3.406   3.479   2.415   1.652   1.036   0.849   0.754   0.625   0.430   0.252   0.140   0.071   0.050   0.015   0.000
 0 15  10.000  10.000  10.000  10.000  10.000  10.000  10.000   2.400   2.143   1.850   1.162   0.790   0.628   0.539   0.434   0.367   0.298   0.209   0.149   0.125   0.089   0.037   0.000
 0 16  10.000  10.000  10.000  10.000  10.000  10.000  10.000  10.000  10.000   3.696   2.406   1.659   1.353   1.119   0.892   0.722   0.608   0.479   0.327   0.243   0.156   0.078   0.000
 0 17  10.000  10.000  10.000  10.000   2.466   1.817   0.520   0.016   0.404   0.689   0.819   0.708   0.653   0.504   0.362   0.160   0.101   0.130   0.139   0.109   0.074   0.053   0.000
 0 18  10.000  10.000  10.000  10.000  10.000   3.209   2.895   2.485   1.937   1.425   0.946   0.722   0.596   0.454   0.312   0.191   0.118   0.066   0.046   0.072   0.082   0.043   0.000
 0 19  10.000  10.000  10.000  10.000  10.000   3.051   2.501   2.091   1.961   1.725   1.326   1.078   0.792   0.540   0.297   0.054  -0.035  -0.104  -0.001   0.009   0.019   0.042   0.000
 1  1  10.000  10.000  10.000  10.000  10.000  10.000  10.000  10.000   5.050   3.727   2.926   2.106   1.478   0.969   0.641   0.448   0.343   0.285   0.204   0.137   0.063   0.049   0.000
 1  2  10.000  10.000  10.000  10.000  10.000  10.000  10.000  10.000   4.392   3.589   2.593   1.774   1.166   0.591   0.177   0.043  -0.012  -0.255  -0.264  -0.087  -0.092  -0.089   0.000
 1  3  10.000  10.000  10.000  10.000  10.000   4.074   2.569   1.347   0.231  -0.200  -0.264  -0.485  -0.532  -0.178   0.243   0.441   0.466   0.473   0.455   0.407   0.311   0.169   0.000
 1  4  10.000  10.000  10.000  10.000   3.853   3.950   3.636   2.351   1.086   0.395   0.069  -0.050   0.053   0.210   0.318   0.284   0.223   0.174   0.098   0.072   0.019   0.013   0.000
 1  5  10.000  10.000  10.000  10.000  10.000  10.000  10.000   3.500   3.028   2.247   1.496   0.847   0.523   0.378   0.297   0.213   0.133   0.042  -0.007  -0.040  -0.039  -0.013   0.000
 1  6  10.000  10.000  10.000  10.000  10.000  10.000   5.146   4.422   3.966   3.204   2.118   1.393   0.961   0.691   0.553   0.427   0.310   0.214   0.134   0.087   0.060   0.013   0.000
 1  7  10.000  10.000  10.000  10.000  10.000  10.000  10.000   4.751   3.550   2.815   1.977   1.240   0.827   0.595   0.438   0.289   0.194   0.111   0.050   0.009  -0.007  -0.033   0.000
